ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
101.28 116.27 81.07 108.67 91.66 23.65 18.60 72.26 80.38 22.35 46.13 12.28 28.83 31.46 125.71 46.17 43.68 11.01 33.43 87.68 128.57 92.29 234.88 127.84 43.92 97.86 15.98 61.81 313.14 15.94 52.99 18.38 19.35 19.43 131.36 34.95 34.77 93.99 35.99 30.62 51.70 45.94 27.45 21.91 12.15 57.38 34.45 29.21 48.43 17.93 41.41
101.35 117.38 82.80 108.60 93.80 23.28 18.66 72.40 79.09 22.26 46.54 11.99 28.27 32.32 121.72 47.17 43.53 11.06 32.78 86.53 128.66 96.03 232.15 126.25 44.45 98.50 16.47 62.26 306.48 16.30 54.35 18.27 20.35 19.31 135.50 34.55 34.41 90.16 36.91 29.70 49.62 45.99 27.34 21.70 12.21 56.02 34.37 29.81 48.02 18.53 40.54
101.28 116.95 81.94 110.03 92.37 23.18 18.81 71.44 79.13 22.21 47.92 11.97 27.58 32.81 122.92 48.95 42.95 11.19 33.44 83.70 131.71 99.81 228.85 124.79 45.14 97.74 15.79 61.35 304.48 15.91 52.66 18.26 20.29 19.19 135.32 36.06 34.57 95.01 36.63 29.06 48.27 45.95 27.48 21.68 12.09 55.87 34.25 30.68 47.56 18.44 38.77
103.52 119.54 82.49 114.83 95.65 25.21 18.97 71.76 78.07 22.77 47.58 12.10 28.07 34.69 124.76 48.19 42.47 11.52 35.35 82.14 133.60 102.93 228.42 130.27 46.09 99.65 16.16 63.03 307.91 16.43 53.89 19.22 21.27 19.59 132.57 37.26 35.84 96.17 38.43 29.45 47.52 46.92 27.43 22.53 12.23 57.17 34.92 32.09 48.70 19.33 40.37
103.70 121.46 83.79 117.61 96.54 24.99 19.31 71.29 77.45 22.83 48.22 11.96 28.45 35.32 124.16 49.74 42.21 11.56 34.52 80.88 137.64 101.49 222.17 128.18 44.26 99.89 16.40 62.50 310.05 16.66 53.37 19.09 22.13 19.45 140.23 36.82 35.87 92.10 39.31 29.93 47.00 46.59 27.44 22.67 12.49 56.89 35.09 31.98 48.53 19.32 40.51
104.74 122.15 83.41 121.51 98.79 24.55 18.90 72.87 75.92 22.80 46.92 12.11 28.53 35.04 126.22 50.74 42.27 12.14 34.43 83.89 139.87 107.49 228.12 131.56 44.69 98.59 16.36 61.18 312.98 16.78 54.87 18.94 22.34 19.81 139.46 37.34 36.71 92.87 40.39 31.85 46.47 47.33 27.73 22.74 12.27 57.78 35.77 32.07 49.20 19.64 41.48
104.43 121.28 81.20 123.84 100.21 24.41 19.55 71.95 76.29 23.12 47.15 11.80 27.51 34.16 125.42 50.46 42.48 11.71 34.66 84.36 137.34 109.69 232.10 128.12 45.66 97.65 15.86 61.94 309.80 16.75 54.89 19.18 22.07 19.75 137.67 38.45 35.79 96.35 39.56 32.12 42.56 47.95 27.76 22.53 12.25 57.90 35.22 32.19 48.20 19.58 41.31
103.68 121.68 80.10 123.66 99.70 23.97 19.59 71.22 73.90 22.37 46.43 11.79 27.38 35.55 123.34 48.90 41.76 11.57 34.41 82.97 135.32 106.81 231.26 124.26 45.31 93.81 16.48 63.41 317.83 16.01 53.78 19.45 21.92 19.44 138.92 39.13 35.40 97.63 37.18 31.30 43.66 47.59 27.67 22.82 12.34 58.54 34.96 32.07 47.17 19.20 41.85
102.89 121.76 79.71 121.78 99.49 23.69 18.54 69.33 74.04 22.07 44.68 11.90 28.19 36.14 121.49 48.25 41.51 11.43 35.81 85.08 132.94 106.56 227.13 123.29 44.12 92.04 16.10 61.31 311.58 15.53 51.14 19.13 22.04 19.35 138.22 38.28 35.01 100.04 36.94 30.67 42.09 47.09 27.42 23.12 12.23 58.93 34.70 33.05 47.45 20.40 41.93
103.70 121.64 78.64 122.82 98.34 23.27 17.65 68.57 74.85 21.97 43.83 11.99 27.83 35.90 121.84 49.71 41.95 11.27 35.81 87.13 132.90 113.40 235.68 124.09 43.57 93.63 16.67 62.76 319.59 15.66 50.83 19.49 22.84 19.28 141.44 39.49 34.46 103.78 38.31 33.33 41.38 46.83 27.06 22.84 12.38 59.59 35.20 33.14 46.89 20.29 42.06
104.76 120.83 81.95 125.21 101.61 23.67 18.17 69.00 74.04 23.20 44.83 11.89 27.87 36.54 122.15 48.46 41.71 11.39 36.73 90.79 136.13 116.77 233.33 124.67 43.13 93.13 16.59 63.73 319.90 15.82 52.14 19.56 23.21 19.56 143.00 39.18 34.64 103.78 38.55 32.18 42.05 47.70 27.19 23.34 12.36 61.74 35.61 33.76 46.00 20.68 42.22
103.75 123.00 82.17 126.71 103.57 24.10 18.19 66.20 75.18 23.37 44.55 11.95 27.45 36.09 123.56 49.51 41.76 11.93 35.21 87.58 133.26 108.65 220.78 123.75 40.97 89.47 16.97 64.15 322.18 15.49 47.51 19.48 24.21 19.44 142.71 37.12 33.88 99.28 38.40 32.41 42.46 47.65 26.89 23.24 12.40 61.72 35.46 33.12 47.16 20.14 42.31
102.38 122.87 81.32 124.17 101.90 23.18 17.85 64.69 74.07 22.39 46.04 11.63 27.15 35.09 121.78 47.68 41.41 12.25 35.63 86.32 132.24 110.02 225.66 118.79 41.56 84.89 17.11 64.06 308.59 15.22 46.15 19.23 23.44 18.63 141.97 35.68 34.33 95.47 38.74 33.42 40.04 47.19 26.59 23.35 12.15 58.53 35.45 33.63 46.41 20.20 40.79
100.86 122.17 77.96 120.92 102.33 22.96 17.32 63.60 70.82 21.89 44.66 11.09 27.17 34.12 118.11 47.09 41.00 12.48 36.44 86.06 128.85 112.97 224.43 114.86 39.91 84.41 16.93 64.53 307.06 14.96 44.61 19.24 23.03 17.65 136.97 35.09 33.92 94.10 37.74 33.68 39.50 47.85 25.73 22.95 11.94 57.54 34.35 34.20 46.37 19.30 39.96
99.21 121.37 74.96 119.16 101.45 23.23 17.04 60.43 69.32 21.83 44.40 10.88 25.85 34.41 117.18 46.86 40.85 12.57 34.08 84.58 131.75 109.36 216.39 114.19 39.29 82.13 16.94 63.75 298.42 14.37 43.25 19.40 21.87 17.23 134.16 33.88 33.88 91.19 37.70 32.64 38.92 47.38 25.56 22.75 11.75 55.32 34.28 32.46 46.64 19.49 40.20
99.42 123.47 74.85 120.40 98.66 22.55 16.75 60.47 70.54 22.32 45.76 10.91 25.80 35.62 119.68 47.67 41.27 12.30 35.05 83.37 137.00 105.97 218.52 112.87 38.59 84.39 16.84 66.05 309.02 14.14 43.03 19.58 22.13 17.40 133.72 33.95 34.66 88.99 36.16 31.51 40.54 47.10 26.08 22.74 11.80 56.84 34.32 32.32 45.90 19.08 39.90
99.86 125.93 73.87 120.85 98.17 22.73 17.69 60.66 69.73 22.46 46.10 11.04 26.08 37.12 119.15 47.49 41.56 12.15 33.66 83.30 138.27 107.31 221.31 112.20 38.83 82.18 16.31 66.39 312.73 14.23 41.55 19.28 22.32 17.64 138.15 33.59 34.85 91.44 37.02 32.21 40.55 47.47 25.96 22.67 11.61 58.05 34.70 31.74 44.96 19.70 40.23
98.23 122.70 74.20 116.74 96.26 22.79 17.08 58.61 67.78 21.99 44.84 11.09 24.78 36.75 118.24 46.00 42.10 11.82 31.75 80.39 135.89 111.33 229.00 110.51 37.34 80.74 15.97 65.73 308.91 14.08 40.07 18.87 21.52 17.35 136.40 32.33 34.21 91.73 35.94 31.67 39.85 46.83 25.84 22.65 11.43 56.24 34.41 31.40 44.86 19.06 39.27
98.28 123.55 73.13 115.00 98.86 22.20 17.59 58.55 66.75 21.95 45.40 11.30 25.18 37.85 118.40 45.93 41.72 11.77 32.09 79.38 133.59 109.72 227.33 111.51 36.22 82.23 15.69 65.07 310.61 13.81 39.49 18.92 20.96 17.07 133.13 31.72 34.51 91.96 35.41 33.27 39.92 46.66 25.84 22.84 11.81 58.62 33.55 31.50 44.24 19.71 39.78
99.50 121.37 74.95 114.59 99.03 23.04 17.91 57.62 67.51 22.80 44.71 11.02 26.06 37.56 117.96 45.51 41.74 11.82 32.91 82.98 133.50 120.12 231.23 110.51 36.97 83.58 15.76 65.12 300.63 14.16 40.20 19.03 21.91 16.89 134.15 31.71 35.10 97.84 36.41 35.11 39.97 47.25 25.83 23.34 11.84 59.28 33.11 31.03 43.64 20.66 40.59
98.98 122.99 74.66 113.08 98.69 22.76 17.78 58.40 66.63 23.06 43.21 11.23 25.32 38.48 118.87 43.78 43.38 11.98 32.13 82.21 132.75 119.35 226.82 108.46 35.97 86.39 15.63 65.96 293.65 14.15 41.35 19.19 21.35 16.77 132.11 31.50 34.94 95.19 36.50 32.86 39.21 46.99 25.45 23.06 11.66 58.58 33.22 30.78 43.69 21.10 41.15
100.47 126.46 76.58 116.12 98.50 23.15 18.44 59.12 67.61 23.06 42.75 11.23 25.32 38.50 121.36 46.37 43.79 12.52 33.13 80.83 135.26 124.01 231.65 111.46 35.14 89.25 15.85 65.46 298.67 14.29 42.27 19.36 21.78 16.78 140.08 31.81 35.31 96.76 37.52 33.98 40.03 47.36 25.37 23.17 11.72 60.89 33.93 30.22 44.77 20.75 41.08
98.21 122.07 77.51 114.71 97.41 21.77 18.84 57.65 64.87 22.43 40.85 11.05 25.54 37.83 115.10 45.11 40.66 12.26 32.16 79.35 134.10 122.28 227.64 108.86 34.46 85.21 15.69 62.91 292.69 13.84 41.96 18.88 21.19 16.64 141.34 30.75 34.79 93.06 36.25 33.39 39.02 46.78 25.09 22.82 11.57 58.82 33.66 29.09 43.74 20.18 40.15
97.99 122.45 77.95 113.54 96.73 21.51 18.60 56.54 62.68 22.36 41.71 10.85 25.42 37.05 115.15 45.40 41.48 12.45 30.65 81.06 130.77 129.16 227.92 106.19 36.28 83.45 15.55 63.09 295.18 13.99 41.85 18.92 21.47 16.74 142.35 31.95 34.39 90.16 34.89 33.97 40.30 46.01 25.25 22.47 11.45 57.29 33.56 29.17 43.81 20.11 38.98
97.48 121.39 75.49 115.92 96.19 21.12 19.17 55.79 61.85 22.19 42.46 10.67 25.31 36.89 115.27 45.88 41.43 12.03 29.57 80.86 128.47 126.53 231.27 106.17 36.66 84.80 15.48 61.55 290.01 13.77 40.98 18.69 21.27 16.72 139.29 32.57 33.81 90.64 34.02 34.57 41.12 45.67 25.25 22.31 11.65 57.26 33.44 28.61 41.95 20.18 38.75
97.69 122.33 78.76 119.51 94.44 20.93 20.05 56.23 64.20 22.61 43.77 10.81 24.85 35.38 116.26 47.25 41.50 12.05 27.89 82.13 127.82 123.93 227.04 106.76 36.57 86.88 14.98 61.96 294.31 13.54 39.88 18.20 21.47 17.17 143.60 31.87 33.56 93.67 33.46 35.50 42.84 45.35 25.75 22.00 11.61 57.10 33.64 28.74 42.50 20.04 37.86
99.97 122.78 79.04 121.19 94.92 20.63 20.64 56.91 66.26 23.09 45.30 10.96 25.63 36.18 119.90 48.46 42.63 12.61 28.78 87.00 129.19 121.86 230.67 107.35 37.60 89.28 15.07 62.47 291.96 14.22 41.52 18.27 21.85 17.57 149.06 32.93 34.48 100.73 34.76 36.36 46.23 45.74 26.26 22.06 11.94 58.79 34.34 29.79 43.09 20.71 38.99
100.20 124.86 78.20 121.07 97.31 20.73 20.55 56.61 66.18 22.93 44.77 10.95 25.07 35.62 119.48 49.17 42.19 12.83 29.14 87.74 126.32 128.56 236.14 108.51 37.38 87.52 15.08 61.81 278.99 14.45 42.63 18.52 21.18 17.43 149.35 31.65 34.84 100.06 34.71 35.43 47.46 46.51 26.48 22.35 11.68 58.13 34.17 30.98 44.61 20.88 39.77
100.20 124.44 80.31 120.82 95.11 20.25 20.99 56.02 66.37 22.82 44.23 11.34 25.89 36.49 118.41 48.45 40.71 12.45 29.87 90.73 126.75 139.88 235.26 104.89 37.94 89.74 14.97 62.08 280.62 14.43 43.59 18.34 21.28 17.41 147.50 32.46 34.83 97.66 33.00 34.63 46.10 46.35 25.94 21.92 11.74 56.97 34.24 31.98 45.08 20.65 39.60
98.57 125.27 81.88 118.46 96.60 20.41 20.25 56.03 67.49 22.02 42.92 11.30 25.17 36.09 117.50 46.44 39.21 12.27 31.51 89.95 126.35 135.36 235.75 106.71 36.49 87.25 14.45 61.43 279.40 14.40 40.49 18.34 21.33 16.76 145.46 30.24 33.86 94.87 31.73 35.18 44.06 46.12 25.60 22.23 11.53 54.50 34.15 31.20 44.95 19.60 38.35
98.49 125.10 82.70 116.29 95.39 20.21 21.35 56.42 67.42 21.44 43.93 11.08 24.34 35.58 116.31 47.05 39.15 12.06 30.53 88.11 125.68 142.55 236.74 106.80 38.08 85.25 14.49 60.67 288.61 14.62 40.11 18.32 21.86 16.75 146.40 29.48 33.87 93.66 32.07 34.25 45.17 46.53 25.27 22.56 11.31 53.10 33.59 31.11 44.50 18.94 37.32
99.23 126.22 84.43 117.12 95.12 19.91 20.42 58.43 67.46 21.98 44.25 11.20 23.65 33.97 120.05 46.22 39.99 12.27 30.58 90.83 128.84 154.80 235.94 111.68 39.78 88.19 14.57 60.75 290.44 14.60 41.14 18.45 21.33 16.93 146.69 29.57 34.38 96.48 31.60 32.51 45.42 47.53 25.32 23.01 11.26 54.15 33.54 31.28 45.05 18.50 35.78
99.14 120.64 86.70 118.77 95.46 19.69 20.42 58.82 66.14 21.67 45.01 11.44 24.09 33.40 118.10 44.07 39.86 12.19 32.56 95.92 129.18 157.57 238.57 110.69 40.03 88.25 14.80 61.51 297.90 14.54 41.71 18.40 20.77 16.65 147.44 28.24 33.36 92.85 32.80 31.66 44.76 47.24 24.83 22.91 11.19 52.62 33.11 31.20 45.78 18.73 36.56
97.58 119.03 86.76 119.40 93.13 18.19 20.22 59.32 65.67 21.22 45.05 11.74 23.88 34.00 114.45 46.06 39.68 11.83 32.21 91.91 128.38 152.39 235.22 110.75 40.74 85.62 14.59 60.29 295.40 14.25 40.48 18.43 21.56 16.63 148.59 27.50 31.97 87.90 30.70 30.06 43.10 45.45 24.49 22.36 10.91 51.71 32.64 30.92 45.51 18.59 35.59
98.74 121.03 86.10 121.63 93.79 17.78 20.22 60.74 67.79 21.80 46.31 12.18 24.51 33.94 115.69 46.72 41.37 11.77 33.03 92.28 130.96 160.94 237.89 111.14 41.50 86.83 14.04 62.16 296.98 14.53 40.75 18.29 21.22 16.75 150.78 28.67 32.30 87.47 30.42 29.61 44.21 45.14 24.56 22.05 11.13 53.46 34.26 30.48 46.76 18.59 35.18
99.73 122.81 87.61 123.59 97.37 17.03 20.28 61.02 66.42 21.02 44.49 12.17 24.98 34.04 116.63 46.24 42.20 11.61 34.51 94.19 133.64 165.98 247.36 109.44 42.88 87.69 13.82 64.43 301.72 14.46 41.13 18.59 21.47 16.67 147.64 30.54 32.87 88.19 29.87 31.46 44.98 45.60 24.60 22.42 11.12 51.40 34.76 30.81 48.17 19.35 35.99
98.95 122.59 86.60 121.38 99.92 16.24 20.14 59.65 68.04 21.22 45.05 12.00 24.17 32.81 117.45 44.92 41.79 11.48 34.43 94.82 132.79 153.47 253.47 109.60 43.04 90.81 13.88 62.41 298.85 14.25 40.44 18.13 22.29 16.70 148.02 30.15 32.17 87.30 29.74 30.69 43.34 45.25 24.18 22.17 11.19 52.27 34.58 30.99 46.83 19.15 36.12
98.46 120.04 84.39 122.14 98.69 16.32 19.58 60.03 68.81 20.94 43.72 11.77 23.86 32.37 117.01 44.32 42.53 11.52 34.10 95.80 136.07 151.15 253.39 112.30 43.57 90.35 14.40 62.07 291.12 14.07 39.04 18.06 22.37 16.62 148.46 29.91 32.81 85.14 29.94 30.87 43.18 45.46 24.14 21.97 10.89 52.26 34.27 30.79 46.41 18.73 36.33
98.92 118.17 85.79 120.12 98.62 15.99 18.85 58.96 69.35 20.99 45.45 11.78 24.25 33.55 114.80 44.87 41.73 12.05 34.44 97.13 135.98 158.23 253.21 112.81 44.91 86.15 14.87 61.50 291.58 13.93 39.51 18.52 22.72 16.37 146.03 30.73 33.50 89.03 29.62 31.49 42.87 46.17 24.26 21.87 10.87 53.11 33.90 30.57 46.27 18.28 36.65
100.28 121.69 86.17 121.32 98.04 16.34 18.79 59.21 70.34 21.25 46.76 11.73 24.95 34.22 118.02 46.30 43.02 12.25 35.10 100.52 137.11 179.24 248.37 113.19 43.71 85.73 14.99 62.34 288.26 14.11 39.82 18.59 23.84 16.93 147.32 30.53 32.91 92.91 28.62 30.39 45.34 45.99 24.36 21.87 11.07 51.87 34.55 30.95 46.83 18.44 37.21
101.48 126.82 85.83 122.31 100.04 16.75 18.07 58.24 68.78 21.01 46.44 11.83 25.54 34.42 117.71 47.02 43.75 12.27 38.83 102.57 138.50 178.78 250.31 116.57 44.33 89.31 15.10 61.84 283.55 14.43 41.05 19.10 23.84 16.48 150.23 31.17 33.87 97.14 29.08 30.84 45.09 46.49 24.16 22.31 11.23 53.90 34.39 32.07 47.00 18.85 37.73
102.24 128.17 86.32 121.10 98.52 16.50 17.90 59.98 69.18 21.34 46.99 12.06 25.22 34.76 115.77 48.18 42.28 12.02 38.65 101.97 140.06 184.64 256.12 115.11 45.12 91.22 15.84 62.53 288.49 14.56 42.67 19.39 24.05 16.40 148.61 32.01 34.45 98.90 29.25 31.21 44.90 46.31 24.01 22.20 11.23 54.41 34.90 31.98 46.85 18.84 39.48
102.16 128.37 87.50 121.98 97.70 16.48 18.74 60.19 69.63 21.93 46.64 12.04 26.20 35.51 114.18 47.83 42.69 11.71 37.50 103.49 137.09 185.11 258.95 113.09 44.64 91.12 16.28 61.02 281.83 14.10 41.77 19.69 24.12 16.60 148.37 31.04 34.35 96.00 29.93 30.85 44.22 45.33 24.14 22.16 11.47 56.32 34.99 30.97 47.12 18.51 39.23
103.68 131.42 87.42 122.72 98.58 16.87 18.55 60.34 71.23 22.54 47.47 12.31 26.65 36.21 116.71 49.18 44.26 11.79 37.06 103.01 142.80 188.35 264.13 115.11 44.48 88.28 16.60 62.50 291.30 13.95 43.40 20.06 24.35 16.70 151.55 31.07 34.92 98.17 29.83 31.72 44.17 45.78 24.76 22.90 11.91 56.76 36.16 30.79 47.11 19.55 39.73
102.53 127.75 84.47 121.52 101.72 16.35 18.60 59.51 71.31 22.54 46.25 12.13 26.66 35.94 113.37 48.73 42.71 12.16 35.32 101.56 139.32 185.71 259.96 115.43 42.20 86.45 16.79 63.30 285.24 14.34 44.37 20.06 24.67 16.34 143.49 30.46 34.72 94.37 29.05 30.83 43.56 45.79 24.59 22.87 11.91 55.04 35.68 30.72 48.35 19.47 39.37
101.44 122.37 84.57 120.74 103.91 15.55 18.05 57.98 69.48 21.93 45.89 11.99 26.41 35.61 110.40 47.53 41.74 11.86 34.71 100.95 136.07 188.20 250.95 115.29 42.41 88.07 16.50 63.22 278.46 14.52 46.02 20.13 24.01 15.81 141.92 30.44 35.10 93.54 27.48 31.53 43.08 46.52 23.90 23.33 12.19 53.59 34.79 29.96 48.56 19.27 37.85
101.40 121.68 84.40 123.29 104.74 15.57 18.45 57.44 68.34 22.17 45.86 11.77 26.26 35.16 110.80 47.89 42.41 11.69 35.31 99.27 128.36 188.93 253.45 117.38 42.07 87.92 16.38 62.29 277.74 14.16 47.72 19.98 23.37 16.13 142.35 30.54 34.79 92.16 28.83 31.25 42.58 46.54 24.20 23.24 11.93 52.94 34.20 30.69 48.87 19.76 38.35
103.11 120.65 84.86 124.13 104.65 15.46 19.23 56.40 71.17 23.93 45.13 11.88 26.88 37.17 110.33 48.77 43.39 12.01 36.11 102.60 132.87 191.36 256.83 117.99 42.86 93.72 16.87 62.54 271.56 14.38 50.91 19.75 23.25 16.70 145.83 30.42 35.03 90.75 29.29 32.34 43.45 46.95 23.82 23.58 12.01 55.48 34.76 31.33 50.15 20.21 39.18
102.75 121.35 84.04 123.08 107.09 16.03 19.21 55.91 72.74 24.45 45.28 11.83 27.01 38.50 108.66 48.55 43.87 11.92 34.54 101.74 128.88 184.17 251.85 117.26 42.02 93.02 17.57 63.34 275.87 13.83 51.14 19.44 23.03 16.40 145.71 29.75 34.34 94.35 29.81 31.93 42.11 46.73 23.86 23.06 12.12 55.10 34.42 31.73 48.41 19.61 40.59
103.57 123.00 84.68 125.66 107.44 16.32 19.11 55.91 73.43 24.74 47.89 12.07 28.26 37.71 109.72 50.95 44.51 12.03 33.86 100.74 127.28 183.34 252.09 117.44 41.78 92.36 17.59 64.29 275.69 13.74 51.36 19.42 23.19 16.70 151.42 29.17 34.68 91.73 30.29 32.85 42.79 46.75 23.87 23.74 11.96 56.87 34.87 33.12 48.61 19.62 41.83
104.05 124.81 86.67 128.11 104.15 16.20 19.30 56.84 75.05 25.34 49.87 11.89 28.23 38.25 109.39 51.53 44.30 12.01 32.14 104.19 130.65 183.95 252.10 119.56 41.13 90.90 17.63 64.36 277.61 13.90 48.56 19.54 23.06 16.53 150.41 27.60 34.98 93.53 30.23 35.04 42.25 47.72 24.45 23.79 12.17 59.68 35.44 31.82 49.25 19.96 42.95
103.61 121.71 85.07 128.22 102.02 16.12 18.91 56.77 78.14 25.05 49.40 11.70 28.05 37.53 108.73 52.35 44.73 12.17 32.04 105.29 130.15 184.58 247.02 114.74 40.75 90.76 17.36 64.19 288.72 13.92 47.61 19.84 22.41 16.88 150.76 28.11 34.96 90.02 29.24 34.10 43.12 48.32 24.52 23.87 12.21 59.15 35.96 32.33 48.78 20.20 41.13
103.54 122.33 82.44 130.57 103.07 16.51 18.75 57.63 76.73 24.06 48.26 11.63 27.45 37.77 109.42 52.80 44.39 12.50 33.36 105.75 131.64 189.72 247.00 113.40 41.33 94.02 17.60 63.31 285.63 13.67 49.58 19.55 22.11 17.55 148.92 28.84 34.43 87.04 28.87 34.04 42.81 47.79 24.49 23.38 12.22 59.95 35.38 32.05 49.33 19.38 40.33
104.20 124.71 85.38 134.65 104.14 16.67 19.36 57.04 75.89 23.77 48.53 11.69 27.43 37.70 110.30 52.79 43.95 11.94 34.72 105.65 132.20 181.43 247.25 116.50 41.42 94.54 17.39 63.23 285.85 14.07 53.15 19.78 22.76 17.54 152.50 28.34 34.24 87.97 30.34 34.87 42.30 47.86 24.57 23.51 12.57 59.95 35.86 33.03 49.11 19.44 40.23
105.21 122.80 83.30 136.92 104.33 16.92 19.70 56.85 76.39 24.10 48.40 11.71 28.05 37.69 110.00 52.17 45.34 11.82 34.00 105.53 133.06 182.80 244.94 117.26 43.18 100.10 17.35 61.71 287.48 14.25 54.84 19.96 23.12 17.99 152.40 29.45 34.18 92.87 30.83 35.44 41.93 48.23 25.16 23.96 12.70 62.21 36.56 32.82 49.71 19.73 40.50
106.00 119.81 80.87 135.40 102.63 17.34 19.21 56.18 76.14 24.26 50.91 11.90 28.43 38.74 108.04 50.75 43.70 11.72 35.54 102.74 132.93 192.62 246.73 116.71 44.08 100.03 17.37 62.57 279.16 14.38 57.88 20.42 23.69 18.31 148.74 30.45 34.66 99.01 31.12 34.00 42.24 48.66 25.13 24.45 12.69 64.63 36.81 33.48 49.23 20.36 39.79
107.49 118.68 81.08 138.87 106.26 16.83 19.75 57.02 76.12 24.60 53.54 12.03 28.81 37.67 111.29 50.55 44.74 12.14 36.53 102.06 140.44 185.63 253.36 118.59 43.59 97.95 18.15 63.38 279.08 14.17 58.55 21.19 25.06 18.47 147.21 31.29 34.98 104.75 31.71 34.60 43.78 48.46 25.50 24.56 13.18 66.46 37.35 33.76 48.79 20.62 40.64
107.12 118.94 82.49 139.40 105.10 15.99 19.81 57.64 77.87 23.78 53.34 12.04 27.92 37.26 108.66 50.39 43.64 12.40 36.01 100.23 140.40 181.00 254.56 116.12 44.36 98.87 17.67 64.31 276.47 14.30 59.44 21.09 25.79 18.53 145.55 30.72 34.87 104.25 32.35 33.81 42.79 47.80 25.78 24.88 13.20 65.72 37.37 34.21 49.51 20.90 39.59
106.25 119.97 81.36 137.43 103.35 15.45 19.87 58.10 78.56 23.86 53.89 12.07 28.08 37.46 106.98 52.30 43.60 11.98 34.98 96.94 138.49 182.69 250.04 115.35 44.65 97.65 17.53 64.85 280.61 14.27 58.24 20.66 25.31 18.29 146.08 30.19 33.65 105.14 31.48 32.69 42.43 47.29 25.46 24.36 13.10 65.94 37.98 33.45 47.89 20.07 38.68
107.03 119.06 82.87 139.21 101.89 16.11 19.72 59.09 79.43 23.87 55.13 12.45 28.53 39.73 108.24 52.26 44.40 11.82 35.43 100.92 140.82 175.12 255.60 118.38 44.78 95.05 16.80 69.26 286.02 14.26 57.72 20.61 25.22 18.98 154.30 29.50 33.38 100.58 32.13 33.77 43.96 47.56 25.81 24.48 12.97 67.46 38.44 33.80 46.85 19.94 40.15
108.46 120.31 84.78 142.28 103.78 16.57 19.57 59.69 81.24 24.00 55.49 13.02 29.60 41.01 111.60 54.51 46.24 11.81 35.57 99.74 146.98 178.97 255.60 121.95 44.81 96.62 16.82 72.84 286.37 14.42 56.07 20.43 24.68 19.56 153.70 31.47 33.36 104.54 31.67 33.93 43.56 48.20 26.06 24.68 13.48 69.83 39.25 32.71 46.09 19.47 42.19
107.70 122.16 83.38 142.81 102.93 15.36 19.03 59.59 79.90 23.94 56.46 12.78 29.56 41.01 111.13 53.25 45.58 11.44 36.71 96.80 139.54 181.10 254.17 123.03 45.65 96.69 16.69 72.46 291.67 14.38 55.75 20.48 24.74 19.00 153.44 32.75 33.71 99.51 31.57 34.23 42.72 48.02 25.58 24.77 12.89 67.79 39.23 32.78 45.57 19.53 41.31
109.38 128.77 86.52 144.86 103.15 15.96 19.99 60.10 80.44 24.13 58.45 13.03 30.02 41.67 111.96 53.48 46.97 11.92 35.92 95.77 139.70 175.36 263.28 124.13 46.00 103.83 16.73 74.61 299.61 14.31 54.78 21.16 23.79 20.20 155.78 32.06 34.82 98.41 31.01 35.32 42.21 48.69 26.08 25.87 13.63 69.98 40.60 32.84 46.97 19.88 41.65
111.03 133.52 85.14 151.00 104.11 16.21 20.02 59.67 84.71 24.86 58.66 13.05 30.65 42.53 117.02 53.56 47.94 12.34 36.51 99.94 147.37 185.80 260.05 128.77 46.60 108.32 16.75 75.02 304.28 14.28 55.61 21.20 23.19 20.32 156.12 32.62 34.88 104.47 30.28 35.25 44.55 48.57 26.32 25.95 13.63 68.90 40.97 32.66 47.25 19.79 42.95
112.25 132.26 89.53 152.68 104.31 15.78 19.26 60.78 85.81 24.94 59.85 13.32 30.64 44.29 119.45 54.18 46.90 12.10 37.20 99.18 147.99 193.85 272.30 125.96 47.60 107.73 16.76 75.46 307.76 14.69 58.82 21.40 23.22 20.15 159.32 33.56 34.96 112.93 31.09 33.45 43.93 48.30 26.64 25.73 13.87 70.50 42.11 32.68 47.43 19.83 41.80
113.32 131.83 87.51 154.29 106.18 15.95 19.27 61.04 84.41 25.58 62.34 13.40 30.64 43.98 121.63 56.66 47.76 12.01 38.72 100.19 147.90 211.97 267.68 123.74 48.25 110.93 16.48 75.28 312.69 14.91 60.44 21.03 23.09 20.15 162.36 34.90 35.53 112.55 29.79 33.26 45.86 48.37 26.66 25.83 13.69 71.87 42.46 32.85 47.60 19.35 41.06
113.31 132.46 88.33 152.89 107.22 16.36 19.14 62.40 85.02 25.01 61.96 13.09 31.10 43.25 121.58 56.69 48.20 12.01 36.53 101.57 143.00 216.89 264.49 126.81 46.10 112.23 16.37 77.41 312.07 14.72 60.74 21.45 23.64 20.18 160.14 34.89 35.67 110.49 29.45 33.01 46.41 48.41 26.36 26.20 13.75 72.25 41.64 32.62 47.33 19.87 42.58
